五色嫩鸡菠菜卷      10.00
五色至牛菠菜卷      10.00
经典麦辣鸡腿汉堡    15.50
珍萃麦辣鸡腿汉堡    17.00
巨无霸              16.50
培根蔬萃双层牛堡    18.00
双层吉士堡          14.00
吉士汉堡包          9.00
板烧鸡腿堡          16.50
麦香鸡              9.00
麦香鱼              15.50
汉堡包              6.50
